Diseases & Risk Factors,Year,Country Name,Gender,Numeric,Lower Confidence Limit,Upper Confidence Limit
Obesity/unhealthy diet,2005,Nepal,Males,1.6436342,1.2203344,2.1660917
Obesity/unhealthy diet,2005,Nepal,Females,2.1452757,1.8010616,2.534957
Obesity/unhealthy diet,2006,Nepal,Males,1.7656859,1.3344919,2.2727381
Obesity/unhealthy diet,2006,Nepal,Females,2.3581944,1.9999176,2.7570657
Obesity/unhealthy diet,2007,Nepal,Males,1.8935692,1.4575895,2.3931086
Obesity/unhealthy diet,2007,Nepal,Females,2.5910668,2.2162016,3.0083016
Obesity/unhealthy diet,2008,Nepal,Males,2.0267623,1.5986381,2.5239237
Obesity/unhealthy diet,2008,Nepal,Females,2.84486,2.4568995,3.2725789
Obesity/unhealthy diet,2009,Nepal,Males,2.1650964,1.7354606,2.6667327
Obesity/unhealthy diet,2009,Nepal,Females,3.1205762,2.7172778,3.5639066
Obesity/unhealthy diet,2010,Nepal,Males,2.3083813,1.8762762,2.8102331
Obesity/unhealthy diet,2010,Nepal,Females,3.4187622,2.9971046,3.8859785
Obesity/unhealthy diet,2011,Nepal,Males,2.457181,2.0227067,2.956542
Obesity/unhealthy diet,2011,Nepal,Females,3.7405357,3.2907933,4.2318445
Obesity/unhealthy diet,2012,Nepal,Males,2.6134796,2.1776788,3.1140983
Obesity/unhealthy diet,2012,Nepal,Females,4.0875275,3.6117405,4.6052959
Obesity/unhealthy diet,2013,Nepal,Males,2.7782565,2.3284869,3.2928728
Obesity/unhealthy diet,2013,Nepal,Females,4.4605039,3.9489754,5.0134536
Obesity/unhealthy diet,2014,Nepal,Males,2.9528633,2.4808774,3.476898
Obesity/unhealthy diet,2014,Nepal,Females,4.8593011,4.3050118,5.4522414
Obesity/unhealthy diet,2015,Nepal,Males,3.1400323,2.6486598,3.6826991
Obesity/unhealthy diet,2015,Nepal,Females,5.2847493,4.6776228,5.9470586
Obesity/unhealthy diet,2016,Nepal,Males,3.3406682,2.8041465,3.9380644
Obesity/unhealthy diet,2016,Nepal,Females,5.7353109,5.0538115,6.4845376
Obesity/unhealthy diet,2017,Nepal,Males,3.5530187,2.9499887,4.2266116
Obesity/unhealthy diet,2017,Nepal,Females,6.207538,5.421282,7.0512801
Obesity/unhealthy diet,2018,Nepal,Males,3.7754238,3.0886794,4.5543194
Obesity/unhealthy diet,2018,Nepal,Females,6.6978857,5.7896595,7.7024907
Obesity/unhealthy diet,2019,Nepal,Males,4.0092252,3.2176357,4.9304169
Obesity/unhealthy diet,2019,Nepal,Females,7.2070643,6.1209392,8.385437
Obesity/unhealthy diet,2020,Nepal,Males,4.2564709,3.3376828,5.3304199
Obesity/unhealthy diet,2020,Nepal,Females,7.7377416,6.4801775,9.1292039
Obesity/unhealthy diet,2021,Nepal,Males,4.518158,3.4474626,5.8071919
Obesity/unhealthy diet,2021,Nepal,Females,8.2908548,6.7924991,9.9547297
Obesity/unhealthy diet,2022,Nepal,Males,4.7943171,3.5320148,6.3047349
Obesity/unhealthy diet,2022,Nepal,Females,8.8657387,7.1349517,10.825054
Obesity/unhealthy diet,2000,Nepal,Males,4.9895212,2.9511549,7.82637
Obesity/unhealthy diet,2000,Nepal,Females,2.8980378,1.8762648,4.1824304
Obesity/unhealthy diet,2001,Nepal,Males,5.1954679,3.1539287,8.0422416
Obesity/unhealthy diet,2001,Nepal,Females,3.0932903,2.0706875,4.389881
Obesity/unhealthy diet,2002,Nepal,Males,5.3894777,3.3631101,8.1526861
Obesity/unhealthy diet,2002,Nepal,Females,3.3038311,2.2667211,4.5967001
Obesity/unhealthy diet,2003,Nepal,Males,5.5657487,3.539009,8.245495
Obesity/unhealthy diet,2003,Nepal,Females,3.5291068,2.4727773,4.8184726
Obesity/unhealthy diet,2004,Nepal,Males,5.7166412,3.7283566,8.2673974
Obesity/unhealthy diet,2004,Nepal,Females,3.7677366,2.693948,5.0775953
Obesity/unhealthy diet,2005,Nepal,Males,5.8346402,3.8922131,8.3149754
Obesity/unhealthy diet,2005,Nepal,Females,4.0165242,2.916096,5.3096142
Obesity/unhealthy diet,2006,Nepal,Males,5.9149873,4.0090695,8.3117791
Obesity/unhealthy diet,2006,Nepal,Females,4.2740926,3.1594213,5.5808108
Obesity/unhealthy diet,2007,Nepal,Males,5.9644517,4.0939678,8.2782149
Obesity/unhealthy diet,2007,Nepal,Females,4.5424256,3.4170751,5.8422945
Obesity/unhealthy diet,2008,Nepal,Males,5.9903596,4.1680072,8.2315214
Obesity/unhealthy diet,2008,Nepal,Females,4.8190475,3.6966395,6.1615571
Obesity/unhealthy diet,2009,Nepal,Males,6.0042311,4.2406641,8.1477009
Obesity/unhealthy diet,2009,Nepal,Females,5.1062319,3.9436292,6.4529903
Obesity/unhealthy diet,2010,Nepal,Males,6.0168486,4.317655,8.0967806
Obesity/unhealthy diet,2010,Nepal,Females,5.4060843,4.2210154,6.7766733
Obesity/unhealthy diet,2011,Nepal,Males,6.0298931,4.3513726,8.0488607
Obesity/unhealthy diet,2011,Nepal,Females,5.7216309,4.4884425,7.1043916
Obesity/unhealthy diet,2012,Nepal,Males,6.047219,4.3731786,7.9953194
Obesity/unhealthy diet,2012,Nepal,Females,6.0571447,4.7525723,7.4948594
Obesity/unhealthy diet,2013,Nepal,Males,6.0734361,4.4118319,8.0625199
Obesity/unhealthy diet,2013,Nepal,Females,6.4153671,5.0409246,7.9662003
Obesity/unhealthy diet,2014,Nepal,Males,6.1079334,4.4518571,8.1015356
Obesity/unhealthy diet,2014,Nepal,Females,6.7934215,5.3297408,8.4638372
Obesity/unhealthy diet,2015,Nepal,Males,6.1502215,4.4592116,8.1701949
Obesity/unhealthy diet,2015,Nepal,Females,7.190349,5.6132641,8.9935958
Obesity/unhealthy diet,2016,Nepal,Males,6.2053818,4.4595387,8.3512522
Obesity/unhealthy diet,2016,Nepal,Females,7.6107733,5.8769871,9.5658571
Obesity/unhealthy diet,2017,Nepal,Males,6.2782384,4.4257428,8.5348144
Obesity/unhealthy diet,2017,Nepal,Females,8.0599539,6.1320178,10.235433
Obesity/unhealthy diet,2018,Nepal,Males,6.3682109,4.3647841,8.7879337
Obesity/unhealthy diet,2018,Nepal,Females,8.5367233,6.3647471,11.009451
Obesity/unhealthy diet,2019,Nepal,Males,6.4708516,4.2915668,9.1394581
Obesity/unhealthy diet,2019,Nepal,Females,9.041445,6.5482959,11.830804
Obesity/unhealthy diet,2020,Nepal,Males,6.5838248,4.1907467,9.5302314
Obesity/unhealthy diet,2020,Nepal,Females,9.5720328,6.7317374,12.819462
Obesity/unhealthy diet,2021,Nepal,Males,6.7078851,4.0871549,10.026195
Obesity/unhealthy diet,2021,Nepal,Females,10.132702,6.9253996,13.882798
Obesity/unhealthy diet,2022,Nepal,Males,6.8484262,3.9391767,10.627864
Obesity/unhealthy diet,2022,Nepal,Females,10.728154,7.0534825,15.054952
Obesity/unhealthy diet,2000,Nepal,Males,0.44813612,0.10508458,1.1830838
Obesity/unhealthy diet,2000,Nepal,Females,0.65277889,0.24725196,1.353405
Obesity/unhealthy diet,2001,Nepal,Males,0.47722571,0.11895532,1.2304556
Obesity/unhealthy diet,2001,Nepal,Females,0.70194611,0.28350067,1.4094569
Obesity/unhealthy diet,2002,Nepal,Males,0.50724605,0.13570506,1.2624227
Obesity/unhealthy diet,2002,Nepal,Females,0.75434572,0.31913419,1.4702629
Obesity/unhealthy diet,2003,Nepal,Males,0.53742095,0.15356389,1.307715
Obesity/unhealthy diet,2003,Nepal,Females,0.80990763,0.35978563,1.5211216
Obesity/unhealthy diet,2004,Nepal,Males,0.56670322,0.16921074,1.3368565
Obesity/unhealthy diet,2004,Nepal,Females,0.86738039,0.40431805,1.5889395
Obesity/unhealthy diet,2005,Nepal,Males,0.59345029,0.1915197,1.3668708
Obesity/unhealthy diet,2005,Nepal,Females,0.92550358,0.44969083,1.6474666
Obesity/unhealthy diet,2006,Nepal,Males,0.61745048,0.20938811,1.3804642
Obesity/unhealthy diet,2006,Nepal,Females,0.98253908,0.49689854,1.7080486
Obesity/unhealthy diet,2007,Nepal,Males,0.63843615,0.22595997,1.3985218
Obesity/unhealthy diet,2007,Nepal,Females,1.039061,0.53829825,1.7885668
Obesity/unhealthy diet,2008,Nepal,Males,0.65606735,0.23881514,1.408829
Obesity/unhealthy diet,2008,Nepal,Females,1.0922398,0.57985708,1.8500403
Obesity/unhealthy diet,2009,Nepal,Males,0.67129843,0.25274488,1.3945545
Obesity/unhealthy diet,2009,Nepal,Females,1.1403972,0.61273202,1.8896459
Obesity/unhealthy diet,2010,Nepal,Males,0.68499399,0.26713011,1.4024376
Obesity/unhealthy diet,2010,Nepal,Females,1.1852333,0.65320674,1.9459957
Obesity/unhealthy diet,2011,Nepal,Males,0.69744359,0.28094708,1.3978139
Obesity/unhealthy diet,2011,Nepal,Females,1.2287113,0.67841508,2.0184066
Obesity/unhealthy diet,2012,Nepal,Males,0.71009141,0.29107649,1.3996331
Obesity/unhealthy diet,2012,Nepal,Females,1.2726649,0.70129544,2.0880356
Obesity/unhealthy diet,2013,Nepal,Males,0.72300793,0.30022147,1.4123611
Obesity/unhealthy diet,2013,Nepal,Females,1.3181021,0.72254715,2.1661518
Obesity/unhealthy diet,2014,Nepal,Males,0.73590311,0.30347416,1.4439943
Obesity/unhealthy diet,2014,Nepal,Females,1.3647877,0.73169228,2.2710826
Obesity/unhealthy diet,2015,Nepal,Males,0.7490776,0.30477536,1.4762694
Obesity/unhealthy diet,2015,Nepal,Females,1.4120102,0.73869084,2.3970781
Obesity/unhealthy diet,2016,Nepal,Males,0.76288776,0.29510933,1.5362652
Obesity/unhealthy diet,2016,Nepal,Females,1.4612723,0.73170359,2.5164889
Obesity/unhealthy diet,2017,Nepal,Males,0.77991378,0.28473479,1.6078288
Obesity/unhealthy diet,2017,Nepal,Females,1.514492,0.72527025,2.6819987
Obesity/unhealthy diet,2018,Nepal,Males,0.80143102,0.27069803,1.7358109
Obesity/unhealthy diet,2018,Nepal,Females,1.5717091,0.71170018,2.8554177
Obesity/unhealthy diet,2019,Nepal,Males,0.82798069,0.24810696,1.8872783
Obesity/unhealthy diet,2019,Nepal,Females,1.6342495,0.69024879,3.0592756
Obesity/unhealthy diet,2020,Nepal,Males,0.85955672,0.2276713,2.048224
Obesity/unhealthy diet,2020,Nepal,Females,1.7022947,0.65766303,3.3039074
Obesity/unhealthy diet,2021,Nepal,Males,0.89628976,0.20498654,2.2771318
Obesity/unhealthy diet,2021,Nepal,Females,1.7777901,0.62447675,3.5836261
Obesity/unhealthy diet,2022,Nepal,Males,0.94182314,0.17933259,2.5986919
Obesity/unhealthy diet,2022,Nepal,Females,1.8632505,0.59890375,3.9410766
Obesity/unhealthy diet,2000,Nepal,Males,4.4374783,1.6807567,8.9190125
Obesity/unhealthy diet,2000,Nepal,Females,3.3409651,1.2244945,7.2321147
Obesity/unhealthy diet,2001,Nepal,Males,4.6314038,1.7873272,9.2435308
Obesity/unhealthy diet,2001,Nepal,Females,3.5640746,1.3476242,7.5915448
Obesity/unhealthy diet,2002,Nepal,Males,4.8136774,1.894887,9.5233098
Obesity/unhealthy diet,2002,Nepal,Females,3.8016621,1.4708152,7.9552077
Obesity/unhealthy diet,2003,Nepal,Males,4.9785413,1.9964729,9.7569928
Obesity/unhealthy diet,2003,Nepal,Females,4.0528245,1.6022768,8.2864955
Obesity/unhealthy diet,2004,Nepal,Males,5.1209681,2.0885488,9.9894896
Obesity/unhealthy diet,2004,Nepal,Females,4.3153439,1.7591856,8.6781293
Obesity/unhealthy diet,2005,Nepal,Males,5.2349534,2.1610267,10.137644
Obesity/unhealthy diet,2005,Nepal,Females,4.5866597,1.8944887,9.1418713
Obesity/unhealthy diet,2006,Nepal,Males,5.3179298,2.2279708,10.212987
Obesity/unhealthy diet,2006,Nepal,Females,4.8644859,2.0181689,9.5850572
Obesity/unhealthy diet,2007,Nepal,Males,5.3750589,2.2832379,10.225155
Obesity/unhealthy diet,2007,Nepal,Females,5.1523633,2.1594854,10.014356
Obesity/unhealthy diet,2008,Nepal,Males,5.4128904,2.3046771,10.296874
Obesity/unhealthy diet,2008,Nepal,Females,5.446298,2.33746,10.573602
Obesity/unhealthy diet,2009,Nepal,Males,5.4406047,2.3405926,10.394023
Obesity/unhealthy diet,2009,Nepal,Females,5.7456095,2.5148366,11.087531
Obesity/unhealthy diet,2010,Nepal,Males,5.4664493,2.3783294,10.296763
Obesity/unhealthy diet,2010,Nepal,Females,6.0518745,2.6597476,11.57473
Obesity/unhealthy diet,2011,Nepal,Males,5.490024,2.3979597,10.31469
Obesity/unhealthy diet,2011,Nepal,Females,6.3678913,2.8450541,11.986082
Obesity/unhealthy diet,2012,Nepal,Males,5.513991,2.4117172,10.388154
Obesity/unhealthy diet,2012,Nepal,Females,6.6972986,3.025233,12.468578
Obesity/unhealthy diet,2013,Nepal,Males,5.5428274,2.4082433,10.437912
Obesity/unhealthy diet,2013,Nepal,Females,7.0435226,3.2186516,13.026428
Obesity/unhealthy diet,2014,Nepal,Males,5.5787094,2.4465695,10.519885
Obesity/unhealthy diet,2014,Nepal,Females,7.4054502,3.4240462,13.542974
Obesity/unhealthy diet,2015,Nepal,Males,5.6247428,2.4664216,10.588811
Obesity/unhealthy diet,2015,Nepal,Females,7.7847011,3.6134914,14.101751
Obesity/unhealthy diet,2016,Nepal,Males,5.6862932,2.5114376,10.676438
Obesity/unhealthy diet,2016,Nepal,Females,8.1886686,3.8268644,14.816605
Obesity/unhealthy diet,2017,Nepal,Males,5.7664614,2.5121732,10.904501
Obesity/unhealthy diet,2017,Nepal,Females,8.6218201,4.0263109,15.5678
Obesity/unhealthy diet,2018,Nepal,Males,5.862679,2.520223,11.144805
Obesity/unhealthy diet,2018,Nepal,Females,9.0819515,4.2330872,16.362451
Obesity/unhealthy diet,2019,Nepal,Males,5.9707768,2.5183747,11.427677
Obesity/unhealthy diet,2019,Nepal,Females,9.5694341,4.4530593,17.12309
Obesity/unhealthy diet,2020,Nepal,Males,6.0905173,2.5123367,11.813101
Obesity/unhealthy diet,2020,Nepal,Females,10.081959,4.7102522,18.056136
Obesity/unhealthy diet,2021,Nepal,Males,6.2214553,2.4901137,12.198456
Obesity/unhealthy diet,2021,Nepal,Females,10.622459,4.8953958,19.076067
Obesity/unhealthy diet,2022,Nepal,Males,6.3644528,2.4472125,12.635416
Obesity/unhealthy diet,2022,Nepal,Females,11.191379,5.1459014,20.226485
Obesity/unhealthy diet,2000,Nepal,Males,0.9219015,0.093390007,3.3693336
Obesity/unhealthy diet,2000,Nepal,Females,1.6494811,0.25894567,4.9686678
Obesity/unhealthy diet,2001,Nepal,Males,0.97617442,0.10579936,3.5112057
Obesity/unhealthy diet,2001,Nepal,Females,1.759493,0.29069497,5.2242234
Obesity/unhealthy diet,2002,Nepal,Males,1.0302224,0.1178978,3.6462896
Obesity/unhealthy diet,2002,Nepal,Females,1.8748388,0.33031302,5.4950237
Obesity/unhealthy diet,2003,Nepal,Males,1.0825789,0.12981835,3.7509792
Obesity/unhealthy diet,2003,Nepal,Females,1.9948125,0.36814227,5.7945251
Obesity/unhealthy diet,2004,Nepal,Males,1.1325696,0.14189748,3.8375929
Obesity/unhealthy diet,2004,Nepal,Females,2.1171901,0.40304456,6.0441591
Obesity/unhealthy diet,2005,Nepal,Males,1.1781712,0.15374846,3.952796
Obesity/unhealthy diet,2005,Nepal,Females,2.2405222,0.44100294,6.3184068
Obesity/unhealthy diet,2006,Nepal,Males,1.219921,0.16403694,4.0094003
Obesity/unhealthy diet,2006,Nepal,Females,2.3621012,0.47925203,6.6190809
Obesity/unhealthy diet,2007,Nepal,Males,1.2575718,0.17544539,4.1509338
Obesity/unhealthy diet,2007,Nepal,Females,2.4838941,0.51431595,6.9351465
Obesity/unhealthy diet,2008,Nepal,Males,1.291207,0.18713108,4.1962795
Obesity/unhealthy diet,2008,Nepal,Females,2.6015753,0.55158548,7.1722537
Obesity/unhealthy diet,2009,Nepal,Males,1.3220326,0.1955803,4.2721078
Obesity/unhealthy diet,2009,Nepal,Females,2.711308,0.58882171,7.3674016
Obesity/unhealthy diet,2010,Nepal,Males,1.350551,0.20314376,4.3753393
Obesity/unhealthy diet,2010,Nepal,Females,2.8145686,0.61767232,7.6145105
Obesity/unhealthy diet,2011,Nepal,Males,1.3758112,0.21086114,4.4767365
Obesity/unhealthy diet,2011,Nepal,Females,2.9135207,0.64521134,7.8714401
Obesity/unhealthy diet,2012,Nepal,Males,1.3992701,0.21967636,4.5569912
Obesity/unhealthy diet,2012,Nepal,Females,3.0103598,0.67727063,8.0984905
Obesity/unhealthy diet,2013,Nepal,Males,1.4213125,0.22467079,4.5597322
Obesity/unhealthy diet,2013,Nepal,Females,3.1066159,0.70180162,8.367423
Obesity/unhealthy diet,2014,Nepal,Males,1.4433205,0.22789442,4.585997
Obesity/unhealthy diet,2014,Nepal,Females,3.203287,0.72322786,8.5688427
Obesity/unhealthy diet,2015,Nepal,Males,1.4679662,0.22978855,4.7316037
Obesity/unhealthy diet,2015,Nepal,Females,3.3013068,0.7449877,8.8044316
Obesity/unhealthy diet,2016,Nepal,Males,1.4960879,0.22674804,4.8050955
Obesity/unhealthy diet,2016,Nepal,Females,3.4050487,0.76570865,9.1794528
Obesity/unhealthy diet,2017,Nepal,Males,1.5303319,0.22570223,4.8997812
Obesity/unhealthy diet,2017,Nepal,Females,3.5166223,0.77594556,9.4960988
Obesity/unhealthy diet,2018,Nepal,Males,1.5706986,0.224509,5.1530249
Obesity/unhealthy diet,2018,Nepal,Females,3.6345214,0.7828759,9.9474743
Obesity/unhealthy diet,2019,Nepal,Males,1.6171899,0.21503128,5.3692881
Obesity/unhealthy diet,2019,Nepal,Females,3.7601519,0.78746192,10.458209
Obesity/unhealthy diet,2020,Nepal,Males,1.6710809,0.20335512,5.5953551
Obesity/unhealthy diet,2020,Nepal,Females,3.8929433,0.77889166,10.953939
Obesity/unhealthy diet,2021,Nepal,Males,1.7313112,0.19161616,5.8144711
Obesity/unhealthy diet,2021,Nepal,Females,4.0338885,0.76384204,11.337124
Obesity/unhealthy diet,2022,Nepal,Males,1.7995449,0.18075985,6.2379539
Obesity/unhealthy diet,2022,Nepal,Females,4.1825619,0.75554475,11.819243
Obesity/unhealthy diet,2000,Nepal,Males,8.131941523,7.36236336,8.958132469
Obesity/unhealthy diet,2000,Nepal,Females,7.668119063,7.088814277,8.282061187
Obesity/unhealthy diet,2001,Nepal,Males,8.196624455,7.432912275,9.016327726
Obesity/unhealthy diet,2001,Nepal,Females,7.720485829,7.141028393,8.346568635
Obesity/unhealthy diet,2002,Nepal,Males,8.279263802,7.516534149,9.074864613
Obesity/unhealthy diet,2002,Nepal,Females,7.790216791,7.211810285,8.413280439
Obesity/unhealthy diet,2003,Nepal,Males,8.372547275,7.614704889,9.180233327
Obesity/unhealthy diet,2003,Nepal,Females,7.870825447,7.294596269,8.509665038
Obesity/unhealthy diet,2004,Nepal,Males,8.469145502,7.688737008,9.254515977
Obesity/unhealthy diet,2004,Nepal,Females,7.955768989,7.370773527,8.620443365
Obesity/unhealthy diet,2005,Nepal,Males,8.561632551,7.770966303,9.32859079
Obesity/unhealthy diet,2005,Nepal,Females,8.038404096,7.45697335,8.702482411
Obesity/unhealthy diet,2006,Nepal,Males,8.664816228,7.876461342,9.430069164
Obesity/unhealthy diet,2006,Nepal,Females,8.133735729,7.557230413,8.790728613
Obesity/unhealthy diet,2007,Nepal,Males,8.784634034,7.987006614,9.553685052
Obesity/unhealthy diet,2007,Nepal,Females,8.246741831,7.6550227,8.916262751
Obesity/unhealthy diet,2008,Nepal,Males,8.900188248,8.092339918,9.665662584
Obesity/unhealthy diet,2008,Nepal,Females,8.355712567,7.77970679,9.020533167
Obesity/unhealthy diet,2009,Nepal,Males,8.990292684,8.181427968,9.755837757
Obesity/unhealthy diet,2009,Nepal,Females,8.438841421,7.846825107,9.109133871
Obesity/unhealthy diet,2010,Nepal,Males,9.033463233,8.224044283,9.796169474
Obesity/unhealthy diet,2010,Nepal,Females,8.474127595,7.869876029,9.139219425
Obesity/unhealthy diet,2011,Nepal,Males,9.043995127,8.247782368,9.787893575
Obesity/unhealthy diet,2011,Nepal,Females,8.475370232,7.876811899,9.116102773
Obesity/unhealthy diet,2012,Nepal,Males,9.051262166,8.279109672,9.790503003
Obesity/unhealthy diet,2012,Nepal,Females,8.472468688,7.88811886,9.088406479
Obesity/unhealthy diet,2013,Nepal,Males,9.05601964,8.279050484,9.804790889
Obesity/unhealthy diet,2013,Nepal,Females,8.467529385,7.867212937,9.08914756
Obesity/unhealthy diet,2014,Nepal,Males,9.059050914,8.284924751,9.814776062
Obesity/unhealthy diet,2014,Nepal,Females,8.462634684,7.852034518,9.093754315
Obesity/unhealthy diet,2015,Nepal,Males,9.061136564,8.281916019,9.845055906
Obesity/unhealthy diet,2015,Nepal,Females,8.459848085,7.864817837,9.094804184
Obesity/unhealthy diet,2016,Nepal,Males,9.061436041,8.288038727,9.837080357
Obesity/unhealthy diet,2016,Nepal,Females,8.459493894,7.873429218,9.083759843
Obesity/unhealthy diet,2017,Nepal,Males,9.060881867,8.28146552,9.846808152
Obesity/unhealthy diet,2017,Nepal,Females,8.459567731,7.872430306,9.083744081
Obesity/unhealthy diet,2018,Nepal,Males,9.061328229,8.273676502,9.834195469
Obesity/unhealthy diet,2018,Nepal,Females,8.459410695,7.879766261,9.093180874
Obesity/unhealthy diet,2019,Nepal,Males,9.062114994,8.280607077,9.851105717
Obesity/unhealthy diet,2019,Nepal,Females,8.459234921,7.878410448,9.092839427
Physical inactivity,2000,Nepal,Males,25823.24,13980.8,44396.89
Physical inactivity,2000,Nepal,Females,32781.62,17195.95,56351.02
Physical inactivity,2001,Nepal,Males,26448.76,14399.76,45301.23
Physical inactivity,2001,Nepal,Females,33088.54,17537.86,56406.24
Physical inactivity,2002,Nepal,Males,27414.5,14924.12,46990.95
Physical inactivity,2002,Nepal,Females,33905.05,18103.16,57623.76
Physical inactivity,2003,Nepal,Males,28981.17,15931.91,49342.87
Physical inactivity,2003,Nepal,Females,34625.72,18674.33,58423.9
Physical inactivity,2004,Nepal,Males,30511.53,16921.01,51501.07
Physical inactivity,2004,Nepal,Females,34869.06,18980.91,58422.33
Physical inactivity,2005,Nepal,Males,33143.25,18493.94,55584.8
Physical inactivity,2005,Nepal,Females,36275.3,19872.16,60630.3
Physical inactivity,2006,Nepal,Males,35976.72,20345.05,59632.19
Physical inactivity,2006,Nepal,Females,37459.85,20621.15,62261.11
Physical inactivity,2007,Nepal,Males,38412.34,21936.49,62966.83
Physical inactivity,2007,Nepal,Females,38728.83,21396.28,64059.61
Physical inactivity,2008,Nepal,Males,41261.85,23744.79,67084.73
Physical inactivity,2008,Nepal,Females,39958.52,22128.2,65861.65
Physical inactivity,2009,Nepal,Males,44310.86,25703.1,71476.81
Physical inactivity,2009,Nepal,Females,41312.4,22880.09,67968.96
Physical inactivity,2010,Nepal,Males,46102.86,26821.01,74204.53
Physical inactivity,2010,Nepal,Females,42521.32,23562.52,69718.37
Physical inactivity,2011,Nepal,Males,49148.42,28763.04,78647.41
Physical inactivity,2011,Nepal,Females,44399.84,24566.3,72617.73
Physical inactivity,2012,Nepal,Males,51040.21,30049.65,81330.01
Physical inactivity,2012,Nepal,Females,46191.61,25556.48,75492.09
Physical inactivity,2013,Nepal,Males,52276.39,30717.62,83524.86
Physical inactivity,2013,Nepal,Females,47871.75,26306.11,78591.59
Physical inactivity,2014,Nepal,Males,53264.51,31182.1,85318.16
Physical inactivity,2014,Nepal,Females,49503.04,27072.51,81490.78
Physical inactivity,2015,Nepal,Males,53704.11,31409.13,86156.64
Physical inactivity,2015,Nepal,Females,50915.67,27615.41,83986.89
Physical inactivity,2016,Nepal,Males,54237.54,31627.45,87137.99
Physical inactivity,2016,Nepal,Females,52646.57,28408.82,87128.24
Physical inactivity,2017,Nepal,Males,55778.12,32423.38,89694.76
Physical inactivity,2017,Nepal,Females,54578.27,29338.18,90467.73
Physical inactivity,2018,Nepal,Males,57671.27,33365.34,92691.14
Physical inactivity,2018,Nepal,Females,56495.48,30224.49,93774.38
Physical inactivity,2019,Nepal,Males,59210.32,34132.99,95294.98
Physical inactivity,2019,Nepal,Females,58062.43,30909.73,96583.38
Physical inactivity,2000,Nepal,Males,8458.222,5058.249,13612.32
Physical inactivity,2000,Nepal,Females,9122.037,5094.187,14918.25
Physical inactivity,2001,Nepal,Males,8756.558,5234.606,14105.64
Physical inactivity,2001,Nepal,Females,9230.315,5180.527,14994.4
Physical inactivity,2002,Nepal,Males,9045.447,5368.921,14615.93
Physical inactivity,2002,Nepal,Females,9432.737,5300.271,15268.39
Physical inactivity,2003,Nepal,Males,9791.284,5815.368,15820.25
Physical inactivity,2003,Nepal,Females,9698.759,5470.239,15648.81
Physical inactivity,2004,Nepal,Males,10464.52,6221.208,16849.14
Physical inactivity,2004,Nepal,Females,9769.25,5552.718,15683.75
Physical inactivity,2005,Nepal,Males,11477.51,6846.109,18386.78
Physical inactivity,2005,Nepal,Females,10090.13,5791.26,16174.5
Physical inactivity,2006,Nepal,Males,12656.07,7604.454,20103.54
Physical inactivity,2006,Nepal,Females,10423.33,5999.264,16610.6
Physical inactivity,2007,Nepal,Males,13699.79,8292.617,21603.19
Physical inactivity,2007,Nepal,Females,10806.92,6259.888,17187.58
Physical inactivity,2008,Nepal,Males,14935.07,9072.418,23412.36
Physical inactivity,2008,Nepal,Females,11162.43,6477.198,17689.86
Physical inactivity,2009,Nepal,Males,16271.45,9953.879,25297.67
Physical inactivity,2009,Nepal,Females,11579.81,6715.229,18321.31
Physical inactivity,2010,Nepal,Males,17058.81,10461.14,26475.38
Physical inactivity,2010,Nepal,Females,11938.17,6940.878,18797.4
Physical inactivity,2011,Nepal,Males,18379.58,11334.42,28318.35
Physical inactivity,2011,Nepal,Females,12465.95,7235.828,19631.52
Physical inactivity,2012,Nepal,Males,19179.38,11940.02,29280.09
Physical inactivity,2012,Nepal,Females,12932.22,7510.826,20359.73
Physical inactivity,2013,Nepal,Males,19710.65,12241.55,30183.94
Physical inactivity,2013,Nepal,Females,13352.78,7672.505,21156.29
Physical inactivity,2014,Nepal,Males,20134.99,12468.28,30810.37
Physical inactivity,2014,Nepal,Females,13752.34,7839.738,21934.21
Physical inactivity,2015,Nepal,Males,20341.73,12591.89,31094.3
Physical inactivity,2015,Nepal,Females,14089.11,7923.756,22654.71
Physical inactivity,2016,Nepal,Males,20568.46,12708.43,31519.09
Physical inactivity,2016,Nepal,Females,14506.54,8048.346,23492.24
Physical inactivity,2017,Nepal,Males,21250.27,13132.18,32585.53
Physical inactivity,2017,Nepal,Females,15079.31,8344.525,24470.89
Physical inactivity,2018,Nepal,Males,22105.76,13637.42,33859.5
Physical inactivity,2018,Nepal,Females,15674.46,8716.632,25399.67
Physical inactivity,2019,Nepal,Males,22800.82,14018.92,34958.18
Physical inactivity,2019,Nepal,Females,16153.31,8968.788,26180.22
Physical inactivity,2000,Nepal,Males,633.3533,349.3784,1066.237
Physical inactivity,2000,Nepal,Females,712.2961,379.63,1195.106
Physical inactivity,2001,Nepal,Males,657.8481,363.4348,1108.371
Physical inactivity,2001,Nepal,Females,738.1061,397.4357,1233.302
Physical inactivity,2002,Nepal,Males,691.5483,381.2433,1170.181
Physical inactivity,2002,Nepal,Females,783.8958,420.9255,1305.057
Physical inactivity,2003,Nepal,Males,745.8525,412.7868,1251.97
Physical inactivity,2003,Nepal,Females,827.5859,447.0789,1366.041
Physical inactivity,2004,Nepal,Males,803.8176,446.2125,1344.823
Physical inactivity,2004,Nepal,Females,849.761,460.2876,1400.792
Physical inactivity,2005,Nepal,Males,902.0499,501.8228,1500.448
